Date,Time,Category,Level,Message
28-04-2026,18:47:22:217 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:218 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Ethereum fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:218 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Polygon fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:218 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Ethereum fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:218 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:218 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Bitcoin fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:221 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Polygon fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:222 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Bitcoin fiat balance updated to Loading cached balance: cache(Cached balance on date: 28. 4. 2026.¸ 18:42)
28-04-2026,18:47:22:226 / GMT+05:00,Analytics,Info,Analytics event: [Markets] News List Opened. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"¸ "Source":"Markets"}
28-04-2026,18:47:22:239 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Bitcoin fiat balance updated to Loaded balance
28-04-2026,18:47:22:239 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Bitcoin crypto balance updated to Loaded balance
28-04-2026,18:47:22:240 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000010c1d8000; name = Bitcoin; isMainToken = true; tokenItem = Bitcoin (Bitcoin)> Update method finished with state 'loaded'
28-04-2026,18:47:22:255 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000010c1d8000; name = Bitcoin; isMainToken = true; tokenItem = Bitcoin (Bitcoin)> Update method finished with state 'loaded'
28-04-2026,18:47:22:255 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Bitcoin fiat balance updated to Loaded balance
28-04-2026,18:47:22:255 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Bitcoin crypto balance updated to Loaded balance
28-04-2026,18:47:22:265 / GMT+05:00,Network,Info,Response ✅ 200: polygon.drpc.org; Info: eth_call; Body: {"id":8¸"jsonrpc":"2.0"¸"result":"REDACTED_HEX"}
28-04-2026,18:47:22:266 / GMT+05:00,BlockchainSDK [BaseWalletManager],Info,<EthereumWalletManager: 0x0000000117252600; walletName = Polygon> Updating is success
28-04-2026,18:47:22:273 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Polygon crypto balance updated to Loaded balance
28-04-2026,18:47:22:273 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Polygon fiat balance updated to Loaded balance
28-04-2026,18:47:22:273 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000010c1d9e00; name = Polygon; isMainToken = true; tokenItem = Polygon (Polygon)> Update method finished with state 'loaded'
28-04-2026,18:47:22:280 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x0000000116f82300; name = USDC; isMainToken = false; tokenItem = USDC (Polygon)> Update method finished with state 'loaded'
28-04-2026,18:47:22:281 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> USDC crypto balance updated to Loaded balance
28-04-2026,18:47:22:281 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:47:22:283 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x0000000116f82300; name = USDC; isMainToken = false; tokenItem = USDC (Polygon)> Update method finished with state 'loaded'
28-04-2026,18:47:22:283 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000010c1d9e00; name = Polygon; isMainToken = true; tokenItem = Polygon (Polygon)> Update method finished with state 'loaded'
28-04-2026,18:47:22:284 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> USDC crypto balance updated to Loaded balance
28-04-2026,18:47:22:284 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:47:22:284 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Polygon crypto balance updated to Loaded balance
28-04-2026,18:47:22:284 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Polygon fiat balance updated to Loaded balance
28-04-2026,18:47:22:296 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /coins/history_preview
28-04-2026,18:47:22:317 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /earn/markets
28-04-2026,18:47:22:322 / GMT+05:00,App [MarketsWidgets],Debug,<CommonMarketsWidgetDataService:107:performUpdateLoading(state:for:)> All widgets finished loading - sending .loaded
28-04-2026,18:47:22:452 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /coins/history_preview
28-04-2026,18:47:22:452 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /coins/history_preview
28-04-2026,18:47:22:452 / GMT+05:00,Network,Info,Response ✅ 201: express.tangem.com; Info: assets
28-04-2026,18:47:23:032 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/me
28-04-2026,18:47:23:038 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/balance; Method: GET; Headers: Content-Type¸platform¸version¸timezone¸X-API-KEY¸system_version¸language¸Authorization¸device
28-04-2026,18:47:23:039 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Request loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:23:041 / GMT+05:00,Accounts [Tangem/CryptoAccountsGlobalStateProvider.swift],Debug,<CommonCryptoAccountsGlobalStateProvider:99:onCryptoAccountsCountChanged(identifier:count:)> Called with REDACTED_HEX¸ 2¸ false (<CommonCryptoAccountsGlobalStateProvider: 0x0000000116b503f0>)
28-04-2026,18:47:23:046 / GMT+05:00,Analytics,Info,Analytics event: [Visa Onboarding] Visa KYC Passed And Order Created. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"}
28-04-2026,18:47:23:232 / GMT+05:00,Network,Info,Response ✅ 200: eth.blinklabs.xyz; Info: eth_getBalance; Body: {"id":6¸"result":"0x0"¸"jsonrpc":"2.0"}
28-04-2026,18:47:23:332 / GMT+05:00,Network,Info,Response ✅ 200: eth.blinklabs.xyz; Info: eth_getTransactionCount; Body: {"id":3¸"result":"0x0"¸"jsonrpc":"2.0"}
28-04-2026,18:47:23:332 / GMT+05:00,Network,Info,Response ✅ 200: eth.blinklabs.xyz; Info: eth_getTransactionCount; Body: {"id":2¸"result":"0x0"¸"jsonrpc":"2.0"}
28-04-2026,18:47:23:333 / GMT+05:00,BlockchainSDK,Debug,<EthereumPendingTransactionsManager:126:syncPendingTransactions()> pending transactions after update: []
28-04-2026,18:47:23:333 / GMT+05:00,BlockchainSDK [BaseWalletManager],Info,<EthereumWalletManager: 0x0000000117250600; walletName = Ethereum> Updating is success
28-04-2026,18:47:23:339 / GMT+05:00,Network,Info,Request ➡️: eth.blinklabs.xyz; Info: eth_call; Method: POST; Headers: Content-Type; Body: {"params":[{"to":"REDACTED_HEX"¸"data":"REDACTED_HEX"}¸"latest"]¸"id":10¸"method":"eth_call"¸"jsonrpc":"2.0"}
28-04-2026,18:47:23:339 / GMT+05:00,Network,Info,Request ➡️: eth.blinklabs.xyz; Info: eth_call; Method: POST; Headers: Content-Type; Body: {"id":9¸"jsonrpc":"2.0"¸"method":"eth_call"¸"params":[{"to":"REDACTED_HEX"¸"data":"REDACTED_HEX"}¸"latest"]}
28-04-2026,18:47:23:340 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Start loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:23:341 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /quotes; Method: GET; Headers: device¸api-key¸system_version¸platform¸version¸language¸card_public_key¸timezone¸card_id
28-04-2026,18:47:23:565 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /quotes
28-04-2026,18:47:23:565 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Finish loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:23:569 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:47:24:039 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/balance
28-04-2026,18:47:24:047 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Request loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:24:348 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Start loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:24:351 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /quotes; Method: GET; Headers: timezone¸system_version¸api-key¸card_id¸version¸device¸language¸card_public_key¸platform
28-04-2026,18:47:24:467 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /quotes
28-04-2026,18:47:24:468 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Finish loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:24:483 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:47:25:271 / GMT+05:00,Network,Info,Response ✅ 200: eth.blinklabs.xyz; Info: eth_call; Body: {"id":9¸"result":"REDACTED_HEX"¸"jsonrpc":"2.0"}
28-04-2026,18:47:25:274 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000011721e300; name = Ethereum; isMainToken = true; tokenItem = Ethereum (Ethereum)> Update method finished with state 'loaded'
28-04-2026,18:47:25:274 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Ethereum fiat balance updated to Loaded balance
28-04-2026,18:47:25:275 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Ethereum crypto balance updated to Loaded balance
28-04-2026,18:47:25:327 / GMT+05:00,Network,Info,Response ✅ 200: eth.blinklabs.xyz; Info: eth_call; Body: {"id":10¸"result":"REDACTED_HEX"¸"jsonrpc":"2.0"}
28-04-2026,18:47:25:330 / GMT+05:00,App [WalletModelUpdater],Debug,<CommonWalletModel: 0x000000011721e300; name = Ethereum; isMainToken = true; tokenItem = Ethereum (Ethereum)> Update method finished with state 'loaded'
28-04-2026,18:47:25:330 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> Ethereum fiat balance updated to Loaded balance
28-04-2026,18:47:25:330 / GMT+05:00,App,Debug,<TokenItemViewModel:177:setupBalance(_:)> Ethereum crypto balance updated to Loaded balance
28-04-2026,18:47:25:454 / GMT+05:00,Analytics,Info,Analytics event: [Basic] Balance Loaded. Params: {"Balance":"Full"¸ "Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"¸ "Tokens Count":"4"}
28-04-2026,18:47:51:859 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:79:bind()> Receive new transactions to update: 0. Number of already scheduled transactions: 0
28-04-2026,18:47:51:859 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:90:cancelTask()> Attempt to cancel update task
28-04-2026,18:47:51:859 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:106:updateTransactionsStatuses(forceReload:)> No transactions scheduled for update. Skipping update request. Force reload: false
28-04-2026,18:47:51:995 / GMT+05:00,Analytics,Info,Analytics event: [Visa Screen] Visa Main Screen Opened. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"}
28-04-2026,18:47:51:996 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/balance; Method: GET; Headers: platform¸Authorization¸device¸language¸Content-Type¸X-API-KEY¸timezone¸version¸system_version
28-04-2026,18:47:52:055 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/transactions; Method: GET; Headers: device¸timezone¸platform¸X-API-KEY¸Content-Type¸Authorization¸version¸language¸system_version
28-04-2026,18:47:53:230 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/transactions
28-04-2026,18:47:53:287 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/balance
28-04-2026,18:47:53:289 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Request loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:53:591 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Start loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:53:594 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /quotes; Method: GET; Headers: device¸language¸card_id¸platform¸timezone¸system_version¸card_public_key¸version¸api-key
28-04-2026,18:47:54:046 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /quotes
28-04-2026,18:47:54:047 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Finish loading quotes for ids: ["usd-coin"]
28-04-2026,18:47:54:069 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:47:59:410 / GMT+05:00,Analytics,Info,Analytics event: [Main Screen] Screen opened. Params: {"Accounts Count":"2"¸ "App Currency":"USD"¸ "App Theme":"System"¸ "Backuped":"No"¸ "Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Mobile Wallet":"No"¸ "Product Type":"Wallet"¸ "Referral":"False"¸ "Referral_ID":"Empty"¸ "Wallet Type":"Seedless"}
28-04-2026,18:48:00:086 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/me; Method: GET; Headers: device¸language¸timezone¸Content-Type¸platform¸Authorization¸system_version¸version¸X-API-KEY
28-04-2026,18:48:00:089 / GMT+05:00,Express,Debug,<PendingExpressTransactionsManager:56:deinit> Tangem.CommonPendingExpressTransactionsManager
28-04-2026,18:48:00:090 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:90:cancelTask()> Attempt to cancel update task
28-04-2026,18:48:00:090 / GMT+05:00,TangemSDK,Debug,🪲 TangemSdk deinit
28-04-2026,18:48:00:090 / GMT+05:00,TangemSDK,Debug,🪲 BaseViewDelegate deinit
28-04-2026,18:48:00:090 / GMT+05:00,TangemSDK,Debug,🪲 Reader deinit
28-04-2026,18:48:01:419 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/me
28-04-2026,18:48:01:428 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/balance; Method: GET; Headers: Authorization¸device¸platform¸X-API-KEY¸timezone¸version¸system_version¸language¸Content-Type
28-04-2026,18:48:02:647 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/balance
28-04-2026,18:48:02:654 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Request loading quotes for ids: ["usd-coin"]
28-04-2026,18:48:02:956 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Start loading quotes for ids: ["usd-coin"]
28-04-2026,18:48:02:959 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /quotes; Method: GET; Headers: card_id¸system_version¸api-key¸version¸timezone¸platform¸device¸language¸card_public_key
28-04-2026,18:48:03:231 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /quotes
28-04-2026,18:48:03:231 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Finish loading quotes for ids: ["usd-coin"]
28-04-2026,18:48:03:252 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:49:09:114 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:79:bind()> Receive new transactions to update: 0. Number of already scheduled transactions: 0
28-04-2026,18:49:09:114 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:90:cancelTask()> Attempt to cancel update task
28-04-2026,18:49:09:114 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:106:updateTransactionsStatuses(forceReload:)> No transactions scheduled for update. Skipping update request. Force reload: false
28-04-2026,18:49:09:152 / GMT+05:00,Analytics,Info,Analytics event: [Visa Screen] Visa Main Screen Opened. Params: {"Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Product Type":"Wallet"}
28-04-2026,18:49:09:154 / GMT+05:00,Visa,Info,<CommonTangemPayAuthorizationService:65:refreshTokens(refreshToken:)> refreshToken: MjI4OWU3MjQtNjhmZi00NDc2LTg1ODAtYmRhZTM5ZDMwZTk2OkV0VTV2dXZ3WG9FTE9sWTU5Y040YnlZYkl0MlhjNWlOOXdsaE82bXFoNDA¸ Idempotency-Key-Old: 3231548018204530287¸ Idempotency-Key-New: REDACTED_HEX
28-04-2026,18:49:09:155 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: token/refresh; Method: POST; Headers: system_version¸version¸device¸X-API-KEY¸platform¸language¸timezone¸Idempotency-Key¸Content-Type
28-04-2026,18:49:09:823 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: token/refresh
28-04-2026,18:49:09:834 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage delete - status No error. 0
28-04-2026,18:49:09:837 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - status No error. 0
28-04-2026,18:49:09:839 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - status The specified item already exists in the keychain. -25299
28-04-2026,18:49:09:841 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - overwrite status No error. 0
28-04-2026,18:49:09:842 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/transactions; Method: GET; Headers: version¸language¸Content-Type¸system_version¸platform¸timezone¸Authorization¸X-API-KEY¸device
28-04-2026,18:49:09:843 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/balance; Method: GET; Headers: timezone¸X-API-KEY¸Content-Type¸system_version¸language¸Authorization¸version¸device¸platform
28-04-2026,18:49:10:743 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/transactions
28-04-2026,18:49:11:466 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/balance
28-04-2026,18:49:11:474 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Request loading quotes for ids: ["usd-coin"]
28-04-2026,18:49:11:775 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Start loading quotes for ids: ["usd-coin"]
28-04-2026,18:49:11:780 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /quotes; Method: GET; Headers: timezone¸language¸device¸card_public_key¸system_version¸card_id¸api-key¸version¸platform
28-04-2026,18:49:12:484 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /quotes
28-04-2026,18:49:12:485 / GMT+05:00,App,Info,<CommonTokenQuotesRepository: 0x00000001181d9600> Finish loading quotes for ids: ["usd-coin"]
28-04-2026,18:49:12:508 / GMT+05:00,App,Debug,<TokenItemViewModel:182:setupFiatBalance(_:)> USDC fiat balance updated to Loaded balance
28-04-2026,18:49:19:076 / GMT+05:00,Analytics,Info,Analytics event: [Main Screen] Screen opened. Params: {"Accounts Count":"2"¸ "App Currency":"USD"¸ "App Theme":"System"¸ "Backuped":"No"¸ "Batch":"AC21"¸ "Currency":"Multicurrency"¸ "Firmware":"4.52d SDK"¸ "Mobile Wallet":"No"¸ "Product Type":"Wallet"¸ "Referral":"False"¸ "Referral_ID":"Empty"¸ "Wallet Type":"Seedless"}
28-04-2026,18:49:19:582 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/me; Method: GET; Headers: system_version¸Authorization¸device¸Content-Type¸timezone¸language¸X-API-KEY¸version¸platform
28-04-2026,18:49:19:584 / GMT+05:00,Express,Debug,<PendingExpressTransactionsManager:56:deinit> Tangem.CommonPendingExpressTransactionsManager
28-04-2026,18:49:19:584 / GMT+05:00,Express,Info,<PendingExpressTransactionsManager:90:cancelTask()> Attempt to cancel update task
28-04-2026,18:49:19:584 / GMT+05:00,TangemSDK,Debug,🪲 TangemSdk deinit
28-04-2026,18:49:19:584 / GMT+05:00,TangemSDK,Debug,🪲 BaseViewDelegate deinit
28-04-2026,18:49:19:584 / GMT+05:00,TangemSDK,Debug,🪲 Reader deinit
28-04-2026,18:49:21:071 / GMT+05:00,Network,Info,Response ✅ 200: api.dev.us.paera.com; Info: customer/me
28-04-2026,18:49:21:083 / GMT+05:00,Network,Info,Request ➡️: api.dev.us.paera.com; Info: customer/balance; Method: GET; Headers: system_version¸Authorization¸device¸Content-Type¸timezone¸language¸X-API-KEY¸version¸platform
28-04-2026,18:55:13:565 / GMT+05:00,App,Info,<ServicesManager:98:recordAppLaunch()> New session. Session id: REDACTED_HEX
28-04-2026,18:55:13:565 / GMT+05:00,App,Info,<ServicesManager:99:recordAppLaunch()> Current launch number: 8
28-04-2026,18:55:13:566 / GMT+05:00,App,Info,<ServicesManager:100:recordAppLaunch()> Phone model: iPhone SE 2¸ OS version: iOS 26.3.1¸ App version: 5.38 (42)
28-04-2026,18:55:13:566 / GMT+05:00,App,Info,<ServicesManager:101:recordAppLaunch()> RTCStatus(hasRoot: false¸ hasCustomFirmware: false)
28-04-2026,18:55:13:657 / GMT+05:00,App,Info,<CustomerIOWrapper:75:subscribeToFcmTokenUpdatedEvent()> Customer.io device token registered.
28-04-2026,18:55:13:663 / GMT+05:00,App,Info,<CommonAPIListProvider: 0x000000015adf1b90> Attempting to load API list from server
28-04-2026,18:55:13:665 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /networks/providers; Method: GET; Headers: version¸api-key¸device¸language¸system_version¸platform¸timezone
28-04-2026,18:55:13:666 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /user-wallets/applications/REDACTED_HEX; Method: PATCH; Headers: device¸system_version¸timezone¸platform¸language¸Content-Type¸version¸api-key
28-04-2026,18:55:13:671 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /geo; Method: GET; Headers: platform¸api-key¸device¸system_version¸version¸language¸timezone
28-04-2026,18:55:13:672 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /stories/first-time-swap; Method: GET; Headers: platform¸api-key¸system_version¸version¸timezone¸language¸device
28-04-2026,18:55:13:703 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /features; Method: GET; Headers: timezone¸version¸system_version¸language¸api-key¸platform¸device
28-04-2026,18:55:13:765 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /stories/first-time-swap
28-04-2026,18:55:13:777 / GMT+05:00,Network,Info,Request ➡️: api.tangem.org; Info: /hot_crypto; Method: GET; Headers: api-key¸device¸version¸language¸timezone¸system_version¸platform
28-04-2026,18:55:13:815 / GMT+05:00,TangemSDK,Debug,🪲 NetworkService deinit
28-04-2026,18:55:13:822 / GMT+05:00,App,Info,<CommonUserWalletRepository:84:initialize()> Tangem.CommonUserWalletRepository
28-04-2026,18:55:13:822 / GMT+05:00,TangemSDK,Debug,🪲 TangemSdk deinit
28-04-2026,18:55:13:822 / GMT+05:00,TangemSDK,Debug,🪲 BaseViewDelegate deinit
28-04-2026,18:55:13:822 / GMT+05:00,TangemSDK,Debug,🪲 Reader deinit
28-04-2026,18:55:13:825 / GMT+05:00,TangemSDK,Debug,🪲 BackupService deinit
28-04-2026,18:55:13:825 / GMT+05:00,TangemSDK,Debug,🪲 TangemSdk deinit
28-04-2026,18:55:13:825 / GMT+05:00,TangemSDK,Debug,🪲 BaseViewDelegate deinit
28-04-2026,18:55:13:825 / GMT+05:00,TangemSDK,Debug,🪲 Reader deinit
28-04-2026,18:55:13:825 / GMT+05:00,TangemSDK,Debug,🪲 NetworkService deinit
28-04-2026,18:55:13:873 / GMT+05:00,Network,Info,Request ➡️: s3.eu-central-1.amazonaws.com; Info: ; Method: GET; Headers: api-key¸card_public_key¸system_version¸version¸timezone¸device¸language¸card_id¸platform
28-04-2026,18:55:13:873 / GMT+05:00,Network,Info,Request ➡️: s3.eu-central-1.amazonaws.com; Info: ; Method: GET; Headers: system_version¸platform¸timezone¸language¸card_id¸card_public_key¸device¸version¸api-key
28-04-2026,18:55:13:874 / GMT+05:00,Network,Info,Request ➡️: s3.eu-central-1.amazonaws.com; Info: ; Method: GET; Headers: api-key¸system_version¸card_public_key¸version¸timezone¸device¸language¸card_id¸platform
28-04-2026,18:55:13:882 / GMT+05:00,Network,Info,Request ➡️: s3.eu-central-1.amazonaws.com; Info: ; Method: GET; Headers: device¸card_public_key¸platform¸card_id¸timezone¸language¸system_version¸version¸api-key
28-04-2026,18:55:13:883 / GMT+05:00,Network,Info,Request ➡️: s3.eu-central-1.amazonaws.com; Info: ; Method: GET; Headers: system_version¸api-key¸timezone¸language¸card_id¸card_public_key¸device¸platform¸version
28-04-2026,18:55:13:889 / GMT+05:00,Analytics,Info,Analytics event: [Sign In] Sign In Screen Opened. Params: {"Wallet Count":"1"}
28-04-2026,18:55:13:899 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,18:55:13:899 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,18:55:13:899 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,18:55:13:899 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,18:55:13:899 / GMT+05:00,Network,Info,Response ✅ 200: s3.eu-central-1.amazonaws.com; Info:
28-04-2026,18:55:14:573 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /geo; Body: {"code":"kz"}
28-04-2026,18:55:14:575 / GMT+05:00,Network,Info,Response ✅ 200: api.tangem.org; Info: /hot_crypto
28-04-2026,18:55:14:580 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - status The specified item already exists in the keychain. -25299
28-04-2026,18:55:14:591 / GMT+05:00,TangemSDK,Debug,🪲 SecureStorage set - overwrite status No error. 0
